,Graph Mod Id,Graph Score,G1 Graph Score,Sum Graph Score
250,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-MBF -> 0to-1",1514,0,1514
251,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-MBF -> 0to1",2444,0,2444
252,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-MBF -> 0to-1",2635,0,2635
253,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-MBF -> -1to0",2512,0,2512
254,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-MBF -> -1to1",5968,0,5968
255,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-MBF -> 0to1",2508,0,2508
256,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-MBF -> 0to-1",1670,0,1670
257,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-SBF -> 1to0",971,0,971
258,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-SBF -> 1to-1",1144,0,1144
259,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-SBF -> 0to1",86,2106,2192
260,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-SBF -> 0to-1",1440,0,1440
261,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-SBF -> 0to1",1207,0,1207
262,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-SBF -> 0to-1",623,2109,2732
263,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-SBF -> 0to1",4057,0,4057
264,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-SBF -> 0to-1",917,0,917
265,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-SBF -> 0to1",4133,0,4133
266,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-SBF -> 0to-1",832,0,832
267,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-SBF -> 0to1",4236,0,4236
268,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-SBF -> 0to-1",898,0,898
269,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-SBF -> 0to1",678,2109,2787
270,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-SBF -> 0to-1",603,2111,2714
271,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-SBF -> 0to1",4095,0,4095
272,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-SBF -> 0to-1",1148,0,1148
273,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-SBF -> -1to0",1633,0,1633
274,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-SBF -> -1to1",9683,0,9683
275,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-SBF -> 0to1",2960,0,2960
276,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-SBF -> 0to-1",547,2111,2658
277,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Cln1,2 -> 0to1",1532,0,1532
278,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Cln1,2 -> 0to-1",10425,0,10425
279,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Cln1,2 -> 0to1",921,0,921
280,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Cln1,2 -> 0to-1",6978,0,6978
281,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Cln1,2 -> 1to0",1627,0,1627
282,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Cln1,2 -> 1to-1",3588,0,3588
283,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Cln1,2 -> 0to1",4681,0,4681
284,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Cln1,2 -> 0to-1",8572,0,8572
285,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Cln1,2 -> 0to1",6993,0,6993
286,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Cln1,2 -> 0to-1",1149,0,1149
287,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Cln1,2 -> 0to1",11375,0,11375
288,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Cln1,2 -> 0to-1",988,0,988
289,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cln1,2 -> 0to1",1041,0,1041
290,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cln1,2 -> 0to-1",2173,0,2173
291,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Cln1,2 -> 0to1",4696,0,4696
292,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Cln1,2 -> 0to-1",7870,0,7870
293,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cln1,2 -> 0to1",10527,0,10527
294,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cln1,2 -> 0to-1",1094,0,1094
295,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cln1,2 -> 0to1",11129,0,11129
296,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cln1,2 -> 0to-1",890,0,890
297,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Cdh1 -> 0to1",1003,0,1003
298,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Cdh1 -> 0to-1",1044,0,1044
299,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Cdh1 -> 0to1",1153,0,1153
300,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Cdh1 -> 0to-1",1147,0,1147
301,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Cdh1 -> 0to1",1027,0,1027
302,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Cdh1 -> 0to-1",1040,0,1040
303,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Cdh1 -> -1to0",1015,0,1015
304,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Cdh1 -> -1to1",579,5710,6289
305,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Cdh1 -> 0to1",1055,0,1055
306,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Cdh1 -> 0to-1",2916,0,2916
307,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Cdh1 -> 1to0",2887,0,2887
308,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Cdh1 -> 1to-1",2909,0,2909
309,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cdh1 -> -1to0",1144,0,1144
310,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cdh1 -> -1to1",1219,0,1219
311,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Cdh1 -> 0to1",1038,0,1038
312,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Cdh1 -> 0to-1",2920,0,2920
313,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cdh1 -> -1to0",1003,0,1003
314,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cdh1 -> -1to1",505,2111,2616
315,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cdh1 -> 0to1",1068,0,1068
316,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cdh1 -> 0to-1",1042,0,1042
317,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Swi5 -> 0to1",1044,0,1044
318,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Swi5 -> 0to-1",4968,0,4968
319,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Swi5 -> 0to1",4105,0,4105
320,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Swi5 -> 0to-1",2822,0,2822
321,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Swi5 -> 0to1",4039,0,4039
322,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Swi5 -> 0to-1",2877,0,2877
323,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Swi5 -> 0to1",3759,0,3759
324,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Swi5 -> 0to-1",2880,0,2880
325,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Swi5 -> 0to1",2917,0,2917
326,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Swi5 -> 0to-1",2232,0,2232
327,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Swi5 -> 1to0",6706,0,6706
328,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Swi5 -> 1to-1",7911,0,7911
329,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Swi5 -> 0to1",1044,0,1044
330,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Swi5 -> 0to-1",5280,0,5280
331,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Swi5 -> 0to1",5316,0,5316
332,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Swi5 -> 0to-1",1052,0,1052
333,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Swi5 -> -1to0",1044,0,1044
334,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Swi5 -> -1to1",1044,0,1044
335,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Swi5 -> 1to0",7319,0,7319
336,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Swi5 -> 1to-1",8471,0,8471
337,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Cdc2014 -> 0to1",1044,0,1044
338,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Cdc2014 -> 0to-1",1025,0,1025
339,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Cdc2014 -> 0to1",4785,0,4785
340,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Cdc2014 -> 0to-1",1036,0,1036
341,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Cdc2014 -> 0to1",4710,0,4710
342,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Cdc2014 -> 0to-1",1016,0,1016
343,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Cdc2014 -> 0to1",4920,0,4920
344,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Cdc2014 -> 0to-1",1090,0,1090
345,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Cdc2014 -> 0to1",5838,0,5838
346,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Cdc2014 -> 0to-1",1014,0,1014
347,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Cdc2014 -> 0to1",6905,0,6905
348,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Cdc2014 -> 0to-1",1084,0,1084
349,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cdc2014 -> 0to1",1104,0,1104
350,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Cdc2014 -> 0to-1",1003,0,1003
351,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Cdc2014 -> 0to1",7046,0,7046
352,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Cdc2014 -> 0to-1",1121,0,1121
353,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cdc2014 -> 1to0",1025,0,1025
354,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Cdc2014 -> 1to-1",8045,0,8045
355,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cdc2014 -> 1to0",1149,0,1149
356,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Cdc2014 -> 1to-1",6891,0,6891
357,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Clb5,6 -> 0to1",1487,0,1487
358,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Clb5,6 -> 0to-1",1056,0,1056
359,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Clb5,6 -> 1to0",4626,0,4626
360,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Clb5,6 -> 1to-1",4626,0,4626
361,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Clb5,6 -> 0to1",940,0,940
362,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Clb5,6 -> 0to-1",4489,0,4489
363,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Clb5,6 -> 0to1",770,0,770
364,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Clb5,6 -> 0to-1",4321,0,4321
365,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Clb5,6 -> 0to1",900,0,900
366,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Clb5,6 -> 0to-1",1069,0,1069
367,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Clb5,6 -> 0to1",8778,0,8778
368,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Clb5,6 -> 0to-1",1063,0,1063
369,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Clb5,6 -> -1to0",10994,0,10994
370,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Clb5,6 -> -1to1",11610,0,11610
371,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Clb5,6 -> -1to0",1277,0,1277
372,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Clb5,6 -> -1to1",7665,0,7665
373,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Clb5,6 -> 0to1",10587,0,10587
374,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Clb5,6 -> 0to-1",1056,0,1056
375,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Clb5,6 -> 0to1",10787,0,10787
376,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Clb5,6 -> 0to-1",1051,0,1051
377,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Sic1 -> 0to1",498,2111,2609
378,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Sic1 -> 0to-1",1519,0,1519
379,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Sic1 -> 0to1",3625,0,3625
380,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Sic1 -> 0to-1",933,0,933
381,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Sic1 -> 0to1",3285,0,3285
382,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Sic1 -> 0to-1",1047,0,1047
383,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Sic1 -> -1to0",3314,0,3314
384,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Sic1 -> -1to1",4330,0,4330
385,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Sic1 -> 0to1",1042,0,1042
386,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Sic1 -> 0to-1",2815,0,2815
387,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Sic1 -> 1to0",9748,0,9748
388,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Sic1 -> 1to-1",10592,0,10592
389,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Sic1 -> 1to0",9548,0,9548
390,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Sic1 -> 1to-1",9954,0,9954
391,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Sic1 -> -1to0",1016,0,1016
392,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Sic1 -> -1to1",2742,0,2742
393,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Sic1 -> -1to0",498,2111,2609
394,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Sic1 -> -1to1",2310,0,2310
395,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Sic1 -> 0to1",499,2111,2610
396,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Sic1 -> 0to-1",9733,0,9733
397,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Clb1,2 -> 0to1",2000,0,2000
398,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Clb1,2 -> 0to-1",507,2111,2618
399,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Clb1,2 -> 0to1",982,0,982
400,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Clb1,2 -> 0to-1",1944,0,1944
401,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Clb1,2 -> 0to1",1068,0,1068
402,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Clb1,2 -> 0to-1",1439,0,1439
403,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Clb1,2 -> 0to1",876,0,876
404,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Clb1,2 -> 0to-1",1188,0,1188
405,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Clb1,2 -> -1to0",1163,0,1163
406,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Clb1,2 -> -1to1",333,2810,3143
407,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Clb1,2 -> 0to1",8306,0,8306
408,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Clb1,2 -> 0to-1",897,0,897
409,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Clb1,2 -> -1to0",9124,0,9124
410,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Clb1,2 -> -1to1",8439,0,8439
411,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Clb1,2 -> 1to0",1700,0,1700
412,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Clb1,2 -> 1to-1",9305,0,9305
413,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Clb1,2 -> -1to0",8778,0,8778
414,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Clb1,2 -> -1to1",797,0,797
415,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to0",1387,0,1387
416,"First: MBF-to-Cln3 -> 0to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to-1",2638,0,2638
417,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Mcm1,SFF -> 0to1",1044,0,1044
418,"First: MBF-to-Cln3 -> 0to-1, Second: Cln3-to-Mcm1,SFF -> 0to-1",495,2111,2606
419,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Mcm1,SFF -> 0to1",5414,0,5414
420,"First: MBF-to-Cln3 -> 0to-1, Second: MBF-to-Mcm1,SFF -> 0to-1",1099,0,1099
421,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Mcm1,SFF -> 0to1",5210,0,5210
422,"First: MBF-to-Cln3 -> 0to-1, Second: SBF-to-Mcm1,SFF -> 0to-1",642,2111,2753
423,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to1",4946,0,4946
424,"First: MBF-to-Cln3 -> 0to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to-1",621,2111,2732
425,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Mcm1,SFF -> 0to1",7049,0,7049
426,"First: MBF-to-Cln3 -> 0to-1, Second: Cdh1-to-Mcm1,SFF -> 0to-1",1077,0,1077
427,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Mcm1,SFF -> 0to1",8983,0,8983
428,"First: MBF-to-Cln3 -> 0to-1, Second: Swi5-to-Mcm1,SFF -> 0to-1",587,2111,2698
429,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to1",8542,0,8542
430,"First: MBF-to-Cln3 -> 0to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to-1",603,2111,2714
431,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to0",1124,0,1124
432,"First: MBF-to-Cln3 -> 0to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to-1",7448,0,7448
433,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Mcm1,SFF -> 0to1",9029,0,9029
434,"First: MBF-to-Cln3 -> 0to-1, Second: Sic1-to-Mcm1,SFF -> 0to-1",1133,0,1133
435,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to0",603,2111,2714
436,"First: MBF-to-Cln3 -> 0to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to-1",2654,0,2654
437,"First: SBF-to-Cln3 -> 0to1, Second: Cln1,2-to-Cln3 -> 0to1",14770,0,14770
438,"First: SBF-to-Cln3 -> 0to1, Second: Cln1,2-to-Cln3 -> 0to-1",11726,0,11726
439,"First: SBF-to-Cln3 -> 0to1, Second: Cdh1-to-Cln3 -> 0to1",22173,0,22173
440,"First: SBF-to-Cln3 -> 0to1, Second: Cdh1-to-Cln3 -> 0to-1",13960,0,13960
441,"First: SBF-to-Cln3 -> 0to1, Second: Swi5-to-Cln3 -> 0to1",22221,0,22221
442,"First: SBF-to-Cln3 -> 0to1, Second: Swi5-to-Cln3 -> 0to-1",11912,0,11912
443,"First: SBF-to-Cln3 -> 0to1, Second: Cdc2014-to-Cln3 -> 0to1",22087,0,22087
444,"First: SBF-to-Cln3 -> 0to1, Second: Cdc2014-to-Cln3 -> 0to-1",11699,0,11699
445,"First: SBF-to-Cln3 -> 0to1, Second: Clb5,6-to-Cln3 -> 0to1",15153,0,15153
446,"First: SBF-to-Cln3 -> 0to1, Second: Clb5,6-to-Cln3 -> 0to-1",12398,0,12398
447,"First: SBF-to-Cln3 -> 0to1, Second: Sic1-to-Cln3 -> 0to1",22290,0,22290
448,"First: SBF-to-Cln3 -> 0to1, Second: Sic1-to-Cln3 -> 0to-1",12247,0,12247
449,"First: SBF-to-Cln3 -> 0to1, Second: Clb1,2-to-Cln3 -> 0to1",20675,0,20675
450,"First: SBF-to-Cln3 -> 0to1, Second: Clb1,2-to-Cln3 -> 0to-1",11228,0,11228
451,"First: SBF-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-Cln3 -> 0to1",21660,0,21660
452,"First: SBF-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-Cln3 -> 0to-1",12012,0,12012
453,"First: SBF-to-Cln3 -> 0to1, Second: Cln3-to-MBF -> 1to0",7742,0,7742
454,"First: SBF-to-Cln3 -> 0to1, Second: Cln3-to-MBF -> 1to-1",6890,0,6890
455,"First: SBF-to-Cln3 -> 0to1, Second: SBF-to-MBF -> 0to1",12049,0,12049
456,"First: SBF-to-Cln3 -> 0to1, Second: SBF-to-MBF -> 0to-1",7290,0,7290
457,"First: SBF-to-Cln3 -> 0to1, Second: Cln1,2-to-MBF -> 0to1",11946,0,11946
458,"First: SBF-to-Cln3 -> 0to1, Second: Cln1,2-to-MBF -> 0to-1",8111,0,8111
459,"First: SBF-to-Cln3 -> 0to1, Second: Cdh1-to-MBF -> 0to1",10845,0,10845
460,"First: SBF-to-Cln3 -> 0to1, Second: Cdh1-to-MBF -> 0to-1",11859,0,11859
461,"First: SBF-to-Cln3 -> 0to1, Second: Swi5-to-MBF -> 0to1",11148,0,11148
462,"First: SBF-to-Cln3 -> 0to1, Second: Swi5-to-MBF -> 0to-1",9924,0,9924
463,"First: SBF-to-Cln3 -> 0to1, Second: Cdc2014-to-MBF -> 0to1",11172,0,11172
464,"First: SBF-to-Cln3 -> 0to1, Second: Cdc2014-to-MBF -> 0to-1",9929,0,9929
465,"First: SBF-to-Cln3 -> 0to1, Second: Clb5,6-to-MBF -> 0to1",11923,0,11923
466,"First: SBF-to-Cln3 -> 0to1, Second: Clb5,6-to-MBF -> 0to-1",10012,0,10012
467,"First: SBF-to-Cln3 -> 0to1, Second: Sic1-to-MBF -> 0to1",10862,0,10862
468,"First: SBF-to-Cln3 -> 0to1, Second: Sic1-to-MBF -> 0to-1",11877,0,11877
469,"First: SBF-to-Cln3 -> 0to1, Second: Clb1,2-to-MBF -> -1to0",11986,0,11986
470,"First: SBF-to-Cln3 -> 0to1, Second: Clb1,2-to-MBF -> -1to1",14082,0,14082
471,"First: SBF-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-MBF -> 0to1",11971,0,11971
472,"First: SBF-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-MBF -> 0to-1",9942,0,9942
473,"First: SBF-to-Cln3 -> 0to1, Second: Cln3-to-SBF -> 1to0",565,1807,2372
474,"First: SBF-to-Cln3 -> 0to1, Second: Cln3-to-SBF -> 1to-1",921,0,921
475,"First: SBF-to-Cln3 -> 0to1, Second: MBF-to-SBF -> 0to1",12962,0,12962
476,"First: SBF-to-Cln3 -> 0to1, Second: MBF-to-SBF -> 0to-1",1425,0,1425
477,"First: SBF-to-Cln3 -> 0to1, Second: Cln1,2-to-SBF -> 0to1",11811,0,11811
478,"First: SBF-to-Cln3 -> 0to1, Second: Cln1,2-to-SBF -> 0to-1",500,1407,1907
479,"First: SBF-to-Cln3 -> 0to1, Second: Cdh1-to-SBF -> 0to1",9425,0,9425
480,"First: SBF-to-Cln3 -> 0to1, Second: Cdh1-to-SBF -> 0to-1",8846,0,8846
481,"First: SBF-to-Cln3 -> 0to1, Second: Swi5-to-SBF -> 0to1",11318,0,11318
482,"First: SBF-to-Cln3 -> 0to1, Second: Swi5-to-SBF -> 0to-1",761,0,761
483,"First: SBF-to-Cln3 -> 0to1, Second: Cdc2014-to-SBF -> 0to1",13471,0,13471
484,"First: SBF-to-Cln3 -> 0to1, Second: Cdc2014-to-SBF -> 0to-1",553,1407,1960
485,"First: SBF-to-Cln3 -> 0to1, Second: Clb5,6-to-SBF -> 0to1",5661,0,5661
486,"First: SBF-to-Cln3 -> 0to1, Second: Clb5,6-to-SBF -> 0to-1",477,1407,1884
487,"First: SBF-to-Cln3 -> 0to1, Second: Sic1-to-SBF -> 0to1",10674,0,10674
488,"First: SBF-to-Cln3 -> 0to1, Second: Sic1-to-SBF -> 0to-1",7601,0,7601
489,"First: SBF-to-Cln3 -> 0to1, Second: Clb1,2-to-SBF -> -1to0",11697,0,11697
490,"First: SBF-to-Cln3 -> 0to1, Second: Clb1,2-to-SBF -> -1to1",18599,0,18599
491,"First: SBF-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-SBF -> 0to1",21864,0,21864
492,"First: SBF-to-Cln3 -> 0to1, Second: Mcm1,SFF-to-SBF -> 0to-1",426,1407,1833
493,"First: SBF-to-Cln3 -> 0to1, Second: Cln3-to-Cln1,2 -> 0to1",12059,0,12059
494,"First: SBF-to-Cln3 -> 0to1, Second: Cln3-to-Cln1,2 -> 0to-1",11833,0,11833
495,"First: SBF-to-Cln3 -> 0to1, Second: MBF-to-Cln1,2 -> 0to1",11936,0,11936
496,"First: SBF-to-Cln3 -> 0to1, Second: MBF-to-Cln1,2 -> 0to-1",11452,0,11452
497,"First: SBF-to-Cln3 -> 0to1, Second: SBF-to-Cln1,2 -> 1to0",5310,0,5310
498,"First: SBF-to-Cln3 -> 0to1, Second: SBF-to-Cln1,2 -> 1to-1",7501,0,7501
499,"First: SBF-to-Cln3 -> 0to1, Second: Cdh1-to-Cln1,2 -> 0to1",13793,0,13793
