,Graph Mod Id,Graph Score,G1 Graph Score,Sum Graph Score
11927,"First: MBF-to-Cln1,2 -> 0to-1, Second: Mcm1,SFF-to-Sic1 -> 0to1",3804,0,3804
11928,"First: MBF-to-Cln1,2 -> 0to-1, Second: Mcm1,SFF-to-Sic1 -> 0to-1",9482,0,9482
11929,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cln3-to-Clb1,2 -> 0to1",6209,0,6209
11930,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cln3-to-Clb1,2 -> 0to-1",6236,0,6236
11931,"First: MBF-to-Cln1,2 -> 0to-1, Second: MBF-to-Clb1,2 -> 0to1",6050,0,6050
11932,"First: MBF-to-Cln1,2 -> 0to-1, Second: MBF-to-Clb1,2 -> 0to-1",6589,0,6589
11933,"First: MBF-to-Cln1,2 -> 0to-1, Second: SBF-to-Clb1,2 -> 0to1",6659,0,6659
11934,"First: MBF-to-Cln1,2 -> 0to-1, Second: SBF-to-Clb1,2 -> 0to-1",6233,0,6233
11935,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cln1,2-to-Clb1,2 -> 0to1",7681,0,7681
11936,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cln1,2-to-Clb1,2 -> 0to-1",4099,0,4099
11937,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cdh1-to-Clb1,2 -> -1to0",6503,0,6503
11938,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cdh1-to-Clb1,2 -> -1to1",3597,0,3597
11939,"First: MBF-to-Cln1,2 -> 0to-1, Second: Swi5-to-Clb1,2 -> 0to1",9133,0,9133
11940,"First: MBF-to-Cln1,2 -> 0to-1, Second: Swi5-to-Clb1,2 -> 0to-1",4040,0,4040
11941,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cdc2014-to-Clb1,2 -> -1to0",10007,0,10007
11942,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cdc2014-to-Clb1,2 -> -1to1",9852,0,9852
11943,"First: MBF-to-Cln1,2 -> 0to-1, Second: Clb5,6-to-Clb1,2 -> 1to0",6109,0,6109
11944,"First: MBF-to-Cln1,2 -> 0to-1, Second: Clb5,6-to-Clb1,2 -> 1to-1",6520,0,6520
11945,"First: MBF-to-Cln1,2 -> 0to-1, Second: Sic1-to-Clb1,2 -> -1to0",9558,0,9558
11946,"First: MBF-to-Cln1,2 -> 0to-1, Second: Sic1-to-Clb1,2 -> -1to1",5835,0,5835
11947,"First: MBF-to-Cln1,2 -> 0to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to0",4302,0,4302
11948,"First: MBF-to-Cln1,2 -> 0to-1, Second: Mcm1,SFF-to-Clb1,2 -> 1to-1",4960,0,4960
11949,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cln3-to-Mcm1,SFF -> 0to1",6336,0,6336
11950,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cln3-to-Mcm1,SFF -> 0to-1",6161,0,6161
11951,"First: MBF-to-Cln1,2 -> 0to-1, Second: MBF-to-Mcm1,SFF -> 0to1",7281,0,7281
11952,"First: MBF-to-Cln1,2 -> 0to-1, Second: MBF-to-Mcm1,SFF -> 0to-1",6231,0,6231
11953,"First: MBF-to-Cln1,2 -> 0to-1, Second: SBF-to-Mcm1,SFF -> 0to1",7273,0,7273
11954,"First: MBF-to-Cln1,2 -> 0to-1, Second: SBF-to-Mcm1,SFF -> 0to-1",5966,0,5966
11955,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to1",7140,0,7140
11956,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cln1,2-to-Mcm1,SFF -> 0to-1",3802,0,3802
11957,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cdh1-to-Mcm1,SFF -> 0to1",9334,0,9334
11958,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cdh1-to-Mcm1,SFF -> 0to-1",6257,0,6257
11959,"First: MBF-to-Cln1,2 -> 0to-1, Second: Swi5-to-Mcm1,SFF -> 0to1",10082,0,10082
11960,"First: MBF-to-Cln1,2 -> 0to-1, Second: Swi5-to-Mcm1,SFF -> 0to-1",3798,0,3798
11961,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to1",9691,0,9691
11962,"First: MBF-to-Cln1,2 -> 0to-1, Second: Cdc2014-to-Mcm1,SFF -> 0to-1",3791,0,3791
11963,"First: MBF-to-Cln1,2 -> 0to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to0",6241,0,6241
11964,"First: MBF-to-Cln1,2 -> 0to-1, Second: Clb5,6-to-Mcm1,SFF -> 1to-1",8370,0,8370
11965,"First: MBF-to-Cln1,2 -> 0to-1, Second: Sic1-to-Mcm1,SFF -> 0to1",10072,0,10072
11966,"First: MBF-to-Cln1,2 -> 0to-1, Second: Sic1-to-Mcm1,SFF -> 0to-1",6272,0,6272
11967,"First: MBF-to-Cln1,2 -> 0to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to0",3788,0,3788
11968,"First: MBF-to-Cln1,2 -> 0to-1, Second: Clb1,2-to-Mcm1,SFF -> 1to-1",5036,0,5036
11969,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Cln1,2 -> 0to1",4273,0,4273
11970,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Cln1,2 -> 0to-1",4072,0,4072
11971,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Cln1,2 -> 0to1",6413,0,6413
11972,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Cln1,2 -> 0to-1",1297,0,1297
11973,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Cln1,2 -> 0to1",8604,0,8604
11974,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Cln1,2 -> 0to-1",1181,0,1181
11975,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Cln1,2 -> 0to1",1130,0,1130
11976,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Cln1,2 -> 0to-1",1781,0,1781
11977,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Cln1,2 -> 0to1",4245,0,4245
11978,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Cln1,2 -> 0to-1",3793,0,3793
11979,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Cln1,2 -> 0to1",6839,0,6839
11980,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Cln1,2 -> 0to-1",1019,0,1019
11981,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Cln1,2 -> 0to1",7879,0,7879
11982,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Cln1,2 -> 0to-1",1097,0,1097
11983,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Cdh1 -> 0to1",1189,0,1189
11984,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Cdh1 -> 0to-1",1177,0,1177
11985,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Cdh1 -> 0to1",1179,0,1179
11986,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Cdh1 -> 0to-1",1592,0,1592
11987,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Cdh1 -> 0to1",1161,0,1161
11988,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Cdh1 -> 0to-1",1625,0,1625
11989,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Cdh1 -> -1to0",1165,0,1165
11990,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Cdh1 -> -1to1",1209,0,1209
11991,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Cdh1 -> 0to1",1146,0,1146
11992,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Cdh1 -> 0to-1",3103,0,3103
11993,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Cdh1 -> 1to0",2991,0,2991
11994,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Cdh1 -> 1to-1",3079,0,3079
11995,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Cdh1 -> -1to0",1242,0,1242
11996,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Cdh1 -> -1to1",1312,0,1312
11997,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Cdh1 -> 0to1",1122,0,1122
11998,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Cdh1 -> 0to-1",3125,0,3125
11999,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Cdh1 -> -1to0",1167,0,1167
12000,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Cdh1 -> -1to1",1185,0,1185
12001,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Cdh1 -> 0to1",1190,0,1190
12002,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Cdh1 -> 0to-1",1141,0,1141
12003,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Swi5 -> 0to1",1155,0,1155
12004,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Swi5 -> 0to-1",3123,0,3123
12005,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Swi5 -> 0to1",1669,0,1669
12006,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Swi5 -> 0to-1",2666,0,2666
12007,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Swi5 -> 0to1",1696,0,1696
12008,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Swi5 -> 0to-1",2641,0,2641
12009,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Swi5 -> 0to1",1143,0,1143
12010,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Swi5 -> 0to-1",3139,0,3139
12011,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Swi5 -> 0to1",3119,0,3119
12012,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Swi5 -> 0to-1",1192,0,1192
12013,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Swi5 -> 1to0",4827,0,4827
12014,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Swi5 -> 1to-1",5287,0,5287
12015,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Swi5 -> 0to1",1155,0,1155
12016,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Swi5 -> 0to-1",3171,0,3171
12017,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Swi5 -> 0to1",3187,0,3187
12018,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Swi5 -> 0to-1",1151,0,1151
12019,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Swi5 -> -1to0",1155,0,1155
12020,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Swi5 -> -1to1",1155,0,1155
12021,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Swi5 -> 1to0",5548,0,5548
12022,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Swi5 -> 1to-1",6664,0,6664
12023,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Cdc2014 -> 0to1",1265,0,1265
12024,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Cdc2014 -> 0to-1",999,0,999
12025,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Cdc2014 -> 0to1",2388,0,2388
12026,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Cdc2014 -> 0to-1",1099,0,1099
12027,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Cdc2014 -> 0to1",2471,0,2471
12028,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Cdc2014 -> 0to-1",1092,0,1092
12029,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Cdc2014 -> 0to1",1213,0,1213
12030,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Cdc2014 -> 0to-1",1047,0,1047
12031,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Cdc2014 -> 0to1",5204,0,5204
12032,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Cdc2014 -> 0to-1",997,0,997
12033,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Cdc2014 -> 0to1",5132,0,5132
12034,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Cdc2014 -> 0to-1",1171,0,1171
12035,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Cdc2014 -> 0to1",1276,0,1276
12036,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Cdc2014 -> 0to-1",1039,0,1039
12037,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Cdc2014 -> 0to1",5247,0,5247
12038,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Cdc2014 -> 0to-1",1281,0,1281
12039,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Cdc2014 -> 1to0",1067,0,1067
12040,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Cdc2014 -> 1to-1",6520,0,6520
12041,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Cdc2014 -> 1to0",1146,0,1146
12042,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Cdc2014 -> 1to-1",4575,0,4575
12043,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Clb5,6 -> 0to1",920,0,920
12044,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Clb5,6 -> 0to-1",1245,0,1245
12045,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Clb5,6 -> 1to0",1492,0,1492
12046,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Clb5,6 -> 1to-1",1492,0,1492
12047,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Clb5,6 -> 0to1",891,0,891
12048,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Clb5,6 -> 0to-1",1394,0,1394
12049,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Clb5,6 -> 0to1",958,0,958
12050,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Clb5,6 -> 0to-1",1215,0,1215
12051,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Clb5,6 -> 0to1",439,3108,3547
12052,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Clb5,6 -> 0to-1",1289,0,1289
12053,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Clb5,6 -> 0to1",6043,0,6043
12054,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Clb5,6 -> 0to-1",1268,0,1268
12055,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Clb5,6 -> -1to0",7537,0,7537
12056,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Clb5,6 -> -1to1",8372,0,8372
12057,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Clb5,6 -> -1to0",754,0,754
12058,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Clb5,6 -> -1to1",8361,0,8361
12059,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Clb5,6 -> 0to1",6794,0,6794
12060,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Clb5,6 -> 0to-1",1191,0,1191
12061,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Clb5,6 -> 0to1",7331,0,7331
12062,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Clb5,6 -> 0to-1",1204,0,1204
12063,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Sic1 -> 0to1",1294,0,1294
12064,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Sic1 -> 0to-1",1001,0,1001
12065,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Sic1 -> 0to1",1253,0,1253
12066,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Sic1 -> 0to-1",253,3307,3560
12067,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Sic1 -> 0to1",1252,0,1252
12068,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Sic1 -> 0to-1",488,3310,3798
12069,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Sic1 -> -1to0",1286,0,1286
12070,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Sic1 -> -1to1",2236,0,2236
12071,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Sic1 -> 0to1",1258,0,1258
12072,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Sic1 -> 0to-1",2329,0,2329
12073,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Sic1 -> 1to0",7208,0,7208
12074,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Sic1 -> 1to-1",9543,0,9543
12075,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Sic1 -> 1to0",6846,0,6846
12076,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Sic1 -> 1to-1",8203,0,8203
12077,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Sic1 -> -1to0",1248,0,1248
12078,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Sic1 -> -1to1",2242,0,2242
12079,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Sic1 -> -1to0",1164,0,1164
12080,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Sic1 -> -1to1",2226,0,2226
12081,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Sic1 -> 0to1",1183,0,1183
12082,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Sic1 -> 0to-1",7019,0,7019
12083,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Clb1,2 -> 0to1",853,0,853
12084,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Clb1,2 -> 0to-1",1287,0,1287
12085,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Clb1,2 -> 0to1",817,0,817
12086,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Clb1,2 -> 0to-1",1566,0,1566
12087,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Clb1,2 -> 0to1",757,0,757
12088,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Clb1,2 -> 0to-1",1554,0,1554
12089,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Clb1,2 -> 0to1",981,0,981
12090,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Clb1,2 -> 0to-1",1221,0,1221
12091,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Clb1,2 -> -1to0",988,0,988
12092,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Clb1,2 -> -1to1",847,0,847
12093,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Clb1,2 -> 0to1",6210,0,6210
12094,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Clb1,2 -> 0to-1",1405,0,1405
12095,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Clb1,2 -> -1to0",6912,0,6912
12096,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Clb1,2 -> -1to1",6228,0,6228
12097,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Clb1,2 -> 1to0",1508,0,1508
12098,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Clb1,2 -> 1to-1",1917,0,1917
12099,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Clb1,2 -> -1to0",6891,0,6891
12100,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Clb1,2 -> -1to1",1592,0,1592
12101,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Clb1,2 -> 1to0",1635,0,1635
12102,"First: SBF-to-Cln1,2 -> 1to0, Second: Mcm1,SFF-to-Clb1,2 -> 1to-1",1919,0,1919
12103,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Mcm1,SFF -> 0to1",1137,0,1137
12104,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln3-to-Mcm1,SFF -> 0to-1",1169,0,1169
12105,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Mcm1,SFF -> 0to1",2672,0,2672
12106,"First: SBF-to-Cln1,2 -> 1to0, Second: MBF-to-Mcm1,SFF -> 0to-1",1154,0,1154
12107,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Mcm1,SFF -> 0to1",2729,0,2729
12108,"First: SBF-to-Cln1,2 -> 1to0, Second: SBF-to-Mcm1,SFF -> 0to-1",1196,0,1196
12109,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Mcm1,SFF -> 0to1",1093,0,1093
12110,"First: SBF-to-Cln1,2 -> 1to0, Second: Cln1,2-to-Mcm1,SFF -> 0to-1",1209,0,1209
12111,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Mcm1,SFF -> 0to1",7103,0,7103
12112,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdh1-to-Mcm1,SFF -> 0to-1",1166,0,1166
12113,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Mcm1,SFF -> 0to1",7151,0,7151
12114,"First: SBF-to-Cln1,2 -> 1to0, Second: Swi5-to-Mcm1,SFF -> 0to-1",1197,0,1197
12115,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Mcm1,SFF -> 0to1",6795,0,6795
12116,"First: SBF-to-Cln1,2 -> 1to0, Second: Cdc2014-to-Mcm1,SFF -> 0to-1",1187,0,1187
12117,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Mcm1,SFF -> 1to0",1229,0,1229
12118,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb5,6-to-Mcm1,SFF -> 1to-1",5836,0,5836
12119,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Mcm1,SFF -> 0to1",7191,0,7191
12120,"First: SBF-to-Cln1,2 -> 1to0, Second: Sic1-to-Mcm1,SFF -> 0to-1",1243,0,1243
12121,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Mcm1,SFF -> 1to0",1155,0,1155
12122,"First: SBF-to-Cln1,2 -> 1to0, Second: Clb1,2-to-Mcm1,SFF -> 1to-1",2439,0,2439
12123,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cdh1-to-Cln1,2 -> 0to1",7204,0,7204
12124,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cdh1-to-Cln1,2 -> 0to-1",2251,0,2251
12125,"First: SBF-to-Cln1,2 -> 1to-1, Second: Swi5-to-Cln1,2 -> 0to1",8459,0,8459
12126,"First: SBF-to-Cln1,2 -> 1to-1, Second: Swi5-to-Cln1,2 -> 0to-1",1226,0,1226
12127,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cdc2014-to-Cln1,2 -> 0to1",9412,0,9412
12128,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cdc2014-to-Cln1,2 -> 0to-1",1169,0,1169
12129,"First: SBF-to-Cln1,2 -> 1to-1, Second: Clb5,6-to-Cln1,2 -> 0to1",7600,0,7600
12130,"First: SBF-to-Cln1,2 -> 1to-1, Second: Clb5,6-to-Cln1,2 -> 0to-1",1588,0,1588
12131,"First: SBF-to-Cln1,2 -> 1to-1, Second: Sic1-to-Cln1,2 -> 0to1",7176,0,7176
12132,"First: SBF-to-Cln1,2 -> 1to-1, Second: Sic1-to-Cln1,2 -> 0to-1",2146,0,2146
12133,"First: SBF-to-Cln1,2 -> 1to-1, Second: Clb1,2-to-Cln1,2 -> 0to1",8556,0,8556
12134,"First: SBF-to-Cln1,2 -> 1to-1, Second: Clb1,2-to-Cln1,2 -> 0to-1",1238,0,1238
12135,"First: SBF-to-Cln1,2 -> 1to-1, Second: Mcm1,SFF-to-Cln1,2 -> 0to1",9371,0,9371
12136,"First: SBF-to-Cln1,2 -> 1to-1, Second: Mcm1,SFF-to-Cln1,2 -> 0to-1",1166,0,1166
12137,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cln3-to-Cdh1 -> 0to1",3224,0,3224
12138,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cln3-to-Cdh1 -> 0to-1",3236,0,3236
12139,"First: SBF-to-Cln1,2 -> 1to-1, Second: MBF-to-Cdh1 -> 0to1",3212,0,3212
12140,"First: SBF-to-Cln1,2 -> 1to-1, Second: MBF-to-Cdh1 -> 0to-1",3578,0,3578
12141,"First: SBF-to-Cln1,2 -> 1to-1, Second: SBF-to-Cdh1 -> 0to1",3194,0,3194
12142,"First: SBF-to-Cln1,2 -> 1to-1, Second: SBF-to-Cdh1 -> 0to-1",3658,0,3658
12143,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cln1,2-to-Cdh1 -> -1to0",3065,0,3065
12144,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cln1,2-to-Cdh1 -> -1to1",1935,0,1935
12145,"First: SBF-to-Cln1,2 -> 1to-1, Second: Swi5-to-Cdh1 -> 0to1",3186,0,3186
12146,"First: SBF-to-Cln1,2 -> 1to-1, Second: Swi5-to-Cdh1 -> 0to-1",4773,0,4773
12147,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cdc2014-to-Cdh1 -> 1to0",4661,0,4661
12148,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cdc2014-to-Cdh1 -> 1to-1",4749,0,4749
12149,"First: SBF-to-Cln1,2 -> 1to-1, Second: Clb5,6-to-Cdh1 -> -1to0",3290,0,3290
12150,"First: SBF-to-Cln1,2 -> 1to-1, Second: Clb5,6-to-Cdh1 -> -1to1",3195,0,3195
12151,"First: SBF-to-Cln1,2 -> 1to-1, Second: Sic1-to-Cdh1 -> 0to1",3166,0,3166
12152,"First: SBF-to-Cln1,2 -> 1to-1, Second: Sic1-to-Cdh1 -> 0to-1",4795,0,4795
12153,"First: SBF-to-Cln1,2 -> 1to-1, Second: Clb1,2-to-Cdh1 -> -1to0",3224,0,3224
12154,"First: SBF-to-Cln1,2 -> 1to-1, Second: Clb1,2-to-Cdh1 -> -1to1",2270,0,2270
12155,"First: SBF-to-Cln1,2 -> 1to-1, Second: Mcm1,SFF-to-Cdh1 -> 0to1",3225,0,3225
12156,"First: SBF-to-Cln1,2 -> 1to-1, Second: Mcm1,SFF-to-Cdh1 -> 0to-1",3206,0,3206
12157,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cln3-to-Swi5 -> 0to1",3224,0,3224
12158,"First: SBF-to-Cln1,2 -> 1to-1, Second: Cln3-to-Swi5 -> 0to-1",4631,0,4631
12159,"First: SBF-to-Cln1,2 -> 1to-1, Second: MBF-to-Swi5 -> 0to1",3522,0,3522
12160,"First: SBF-to-Cln1,2 -> 1to-1, Second: MBF-to-Swi5 -> 0to-1",4401,0,4401
